,asset_id,axis-0,axis-1,axis-2,axis-3
0,76,2.1699058828764684,2.193679912780349,2.1824103328586686,2.1663458971164116
1,84,4.10376245995016,3.9914560341758634,4.069308472766109,4.001835617657529
2,203,2.8265841936632254,2.9878404236383056,2.7538603595585616,2.739831790672837
3,342,3.951945754716981,3.9210072534709863,2.70561142755429,2.517065681737273
4,785,3.4455989676041296,3.4426063545745818,3.0047058561765754,2.8433495016019936
5,899,5.939285555357778,5.911161667853329,4.541651833392667,6.317917853328587
6,1398,2.227755651477394,2.1562666874332503,4.400743147027412,4.499232378070488
7,1421,1.6477115966536133,1.7084649786400854,1.7629216358134567,1.7503281861872553
8,1908,1.7724334727661089,1.631569286222855,1.6621017265930935,1.6076339444642223
9,2602,2.3810964756140978,2.407740744037024,2.745800329298683,2.734675373798505
10,2774,9.298538180847277,8.896393289426843,8.585934718761125,6.300223611605554
11,2825,3.068941349234603,3.0653257386970454,2.6431893022427912,2.589644891420434
12,2984,2.563434496262015,2.592370505517978,3.3218560875756498,3.2989720541117835
13,3229,2.2475413848344608,2.5541006585973656,2.3394557671769314,2.3181403524385904
14,3600,2.241383721965112,2.2726114720541117,2.510318396226415,2.4967348255606976
15,3626,3.2489653791384834,3.2277389640441436,2.838354396582414,2.8475324848700607
16,3917,4.24186765752937,4.239475792096831,5.020503292986828,5.377213866144535
17,4205,4.46434451762193,4.348800729797081,3.962914960840157,4.107828631185475
18,4526,2.703864809540762,2.7072134211463155,2.1902144891420434,2.1808027767888927
19,5099,2.2566415984336063,2.2841647383410466,2.4239442417230332,2.162263038447846
20,5311,3.616372597009612,3.220513305446778,4.68000177999288,4.609002313990744
21,5537,1.9350413848344608,2.0197356710573158,2.1137304200783196,2.074559451762193
22,6688,3.8383488341046634,3.951044633321467,3.5683183517265933,3.4678933784264863
23,6890,2.5364676041295833,2.7303422036311855,2.5620883766464932,2.668999199003204
24,7038,3.435859069063724,3.465429200783197,3.7624766375934495,3.720123932004272
25,7282,2.867562967248131,2.9335339533641864,2.4911667853328585,2.4176085795656816
26,7581,2.3801564168743323,2.6973956479174084,2.8172002936988254,2.366172347810609
27,7619,3.229563456746173,3.2040205589177644,3.943062477750089,3.9279770380918477
28,7747,3.429061721253115,3.4709583036667855,2.24501045745817,2.274191215735137
29,7916,2.421685875756497,2.3945187344250622,2.1891520558917765,2.217876690993236
30,8139,2.271576851192595,2.3112595674617302,2.664610404058384,2.593688812744749
31,8245,2.756385724457102,2.8042230331078675,2.475369348522606,2.4967292630829476
32,8664,4.105698202207191,4.1320087219651125,4.200288136347455,3.989614854040584
33,8817,3.1561776877892487,3.1653557760768956,2.7904670256318975,2.6389785065859734
34,9011,2.8934062388750443,2.889045256318975,2.1061543253826986,2.1442684229263085
35,9077,1.92501223745105,1.888622508009968,1.7609803310786756,1.7702362940548237
36,9091,2.9370216269134923,2.7227883588465644,4.230192016731933,4.316555046279815
37,9223,4.504327607689569,4.357633944464222,5.157228996084016,5.357077696689213
38,9409,3.603061587753649,3.586307404770381,3.4059663136347456,3.253865922036312
39,9805,7.81253893734425,12.694870283018869,10.689763928444286,12.406533686365254
40,9891,2.200104574581702,2.07375845496618,2.211824715201139,2.0600246974012104
41,10133,3.6402022516909933,5.18002959238163,6.107339133143467,4.459777723389107
42,10198,2.7163525720897117,2.794794633321467,2.799628426486294,2.7034643111427554
43,10325,3.3952362940548237,3.4085973656105377,3.2870461018155925,3.4157284620861517
44,10400,3.6022105286578854,3.317066794232823,3.1643545300818796,3.357561632253471
45,10590,3.9204065058739763,3.971013928444286,4.515146626913492,4.397021849412602
46,10781,4.6741945532217875,4.139006318974724,4.118419588821645,4.173488118547525
47,11061,2.431553711285155,2.2988552420790316,2.93250489498042,3.0303822534709863
48,11446,3.4387237451050194,3.9143489676041296,3.8877825738697047,4.037413225347098
49,11458,2.293943574225703,1.933072267710929,2.0010290583837667,2.1552209416162333
50,11907,4.7016342559629765,4.864637103951584,4.637710261658953,4.6318474101103595
51,12128,5.7205744927020294,5.763183072267711,3.204176308294767,2.7026744393022426
52,12256,1.7976704343182628,1.7655304378782486,1.995377580989676,1.9825950071199716
53,12299,2.1626524118903525,2.177381852972588,2.084076851192595,2.066688545745817
54,12353,2.2429078408686367,2.2872074136703455,2.1436621128515485,2.1015319063723745
55,12425,1.9962675774296903,1.9785232734069065,1.8782206746173016,1.777317328230687
56,12849,3.59812210751157,3.458259166963332,1.8432104396582414,2.097649296902812
57,13063,2.6221631363474547,2.533808739765041,2.5625444998220006,2.3824870950516197
58,13310,2.172698246707013,2.185425195799217,2.2513349946600214,2.1937188501245997
59,13375,2.9847421235315057,3.021543476326095,3.608379316482734,3.62939435742257
60,13828,3.1306459149163404,3.145252981488074,2.7868903524385904,2.7622708259166964
61,14099,2.0118369526521893,2.0407840868636526,1.901944642221431,1.9209015663937343
62,14348,3.047931870772517,2.995366456034176,2.8149697401210396,2.8347165361338553
63,14585,3.542002269490922,4.404675818796725,3.981293387326451,3.2194675596297615
64,14617,2.8507865343538628,2.8707002046991814,2.15937611249555,2.1975458348166605
65,14647,3.427309540761837,3.143623175507298,3.5218549750800996,3.508327029191883
66,14779,8.30248197757209,7.194247285510858,10.166323647205411,9.52623820754717
67,14936,1.915127714489142,1.891186810252759,1.8920100569597722,1.8716625133499467
68,15086,3.7213532395870415,3.7690236739053042,3.2767833303666785,3.2309818885724457
69,15301,3.7736683428266287,3.785494170523318,4.0992234781060874,4.067038981844073
70,15351,3.4558561765752938,3.29936142755429,3.4441749733001066,3.4482689569241725
71,15940,2.5084271537913847,2.617941215735137,3.730737139551442,3.743998086507654
72,15950,2.4344906995372018,2.450544010323959,2.626207057671769,2.5046557938768244
73,15988,2.9385735582057673,3.0347042986828052,3.0107856443574224,2.843699937700249
74,16268,2.100374911000356,2.099229040583838,2.0253370861516555,1.9742957903168388
75,16422,2.2827240566037736,2.2211363029547884,2.237756986472054,2.154698068707725
76,16425,2.6363029547881807,2.6756741723033106,2.2519246173015306,2.164248843004628
77,16807,1.965746262014952,1.9506496974012104,1.9397138661445354,1.893689925240299
78,16941,2.523507030971876,2.4750912246351016,3.01062989498042,2.952134878960484
79,17300,2.7886536578853685,2.79813211997152,2.746367702029192,2.744876957992168
80,17341,3.3957758543965824,3.279253070487718,3.3068596475614096,3.386547703809185
81,17520,2.132765218939124,2.3550307048771804,3.1064101993592024,3.1876001245995016
82,17573,2.584432849768601,2.5295311943752226,2.4488585795656816,2.4027122641509435
83,17590,8.284292675329299,8.272344473122107,5.2886536578853685,5.075722009611962
84,17758,3.455205366678533,3.279019446422214,3.2751479619081523,3.0810174884300463
85,18036,1.9521682538269847,2.1806525898896405,3.8164493592025632,4.06684985760057
86,18120,4.802292853328587,4.321728150587398,4.260118147027412,4.387843761124955
87,18216,3.189079743681025,3.1274697401210396,2.652000266998932,2.7373843004627982
88,18617,2.742729841580634,2.7633888839444642,2.6492190281238877,2.6037847098611606
89,18639,2.510763394446422,2.57563300996796,3.067979040583838,2.9853984959060162
90,19114,2.827240566037736,2.8220118369526523,2.6229641331434674,2.5036601103595584
91,19150,2.7253637860448556,2.745077207191171,2.606059763260947,2.5558862139551444
92,19469,2.564502491990032,2.2031639373442506,3.793381763972944,3.7409053488786044
93,19656,3.31936409754361,3.205121929512282,3.4968182627269493,3.4777055891776434
94,19926,5.116044410822357,5.1000022249911,5.047714934140264,4.82563857244571
95,19939,2.73937010501958,2.7359102438590246,3.013956256674973,3.012076139195443
96,20362,2.196800462798149,2.1695109469562124,2.0667163581345673,2.08624065503738
97,20437,3.372736071555714,3.363569108223567,4.431965334638662,4.356727260590958
98,20520,3.2662257475970096,3.3283363741545036,3.1567061231755074,3.1236093805624776
99,20642,2.4153835884656463,2.4197111961552156,2.5562144001423994,2.5409064613741545
100,20719,3.834126913492346,3.9575360448558206,4.907401432894268,4.564563679245283
101,20774,4.389139818440726,4.52999288002848,4.163347721609114,3.715501512993948
102,21084,2.27938100747597,2.3112873798504805,2.510323958704165,2.4143489676041296
103,21132,2.606565948736205,2.623943129227483,2.8310898006407976,2.8506585973656104
104,21252,5.754249733001068,5.627402990388038,6.23748998754005,6.60560364008544
105,21385,4.2172592559629765,4.37558962264151,4.367095719117123,3.736366367034532
106,21555,2.999816438234247,3.0835428533285865,2.198430268778925,2.136575516197935
107,21675,3.951128070487718,3.974178978284087,2.0489720541117835,2.0471809362762547
108,22368,1.8848455856176576,1.8582013171947311,1.7669154948380206,1.7357211196155216
109,22667,3.397044099323603,3.366494971520114,3.033886614453542,3.00062299750801
110,22678,2.2281672748309007,2.195059407262371,1.9368325026699893,1.8175841046635814
111,22943,2.73375756496974,2.833192417230331,2.6745227394090425,2.717309318262727
112,23113,2.4718816749733,2.5102071466714135,2.7526032395870415,2.746072890708437
113,23123,3.4820165094339623,3.496567951228195,2.7628604485582056,2.79686943752225
114,23290,1.9976136970452119,2.022066349234603,2.048187744749021,2.0440158864364544
115,23558,5.06252781238875,4.804417719829121,4.665850836596654,5.132698469206123
116,23610,3.8487117301530795,3.856065325738697,3.6922726059095763,3.6502313990744035
117,23757,4.50877202741189,4.18748331256675,4.376729930580278,4.077546502313991
118,23975,2.3639696066215734,2.488936231755073,2.4620917141331433,2.4527022516909933
119,24221,3.5335973656105377,3.5656594873620504,3.094678933784265,3.9792797703809186
120,24570,2.4841803132787468,2.3742768778924885,2.501679868280527,2.605442328230687
121,24632,1.6456701673193308,1.6644602171591314,1.6558050017799928,1.6923171057315771
122,24792,1.9608846564613742,1.8985404058383766,1.8918821199715201,1.8452351815592738
123,24810,1.8268567550729797,1.8923604930580278,2.857884255962976,2.8419199448202206
124,25090,2.5615821911712353,2.336179467782129,2.261197267710929,2.0474757475970096
125,25187,5.208542853328587,5.174700738697045,5.345902678889284,4.979702518689925
126,25514,2.2980319953720185,2.390936498754005,2.3050351548593806,2.130484603061588
127,25621,3.4972855108579566,3.4360982556069777,3.343377313990744,3.546318752224991
128,26206,2.3268790049839803,2.398690592737629,2.6650554022783908,2.6929011658953366
129,26246,2.768317239231043,2.80124710751157,2.8184129138483445,2.784615299038804
130,26294,3.192923415806337,3.193946911712353,4.148468093627626,4.224618414026344
131,26358,2.21189146493414,2.3440559362762547,2.127547614809541,2.109502936988252
