,asset_id,axis-0,axis-1,axis-2,axis-3,axis-4,axis-5,axis-6,axis-7,axis-8,axis-9,axis-10,axis-11
0,76,2.1699058828764684,2.193679912780349,2.1831779547881807,2.1474668476326095,2.227577652189391,2.180730464578142,2.1824103328586686,2.1663458971164116,2.1508933339266645,2.070704654681381,2.0957580544677823,2.044305135279459
1,84,4.10376245995016,3.9914560341758634,3.0713499021003914,3.0054011658953366,3.311131630473478,3.201484069063724,4.069308472766109,4.001835617657529,4.67126868992524,4.657940993236027,4.347081924172303,4.64124799750801
2,203,2.8265841936632254,2.9878404236383056,2.978334149163403,2.9428455411178356,2.9354863830544677,2.8083281416874333,2.7538603595585616,2.739831790672837,2.74560564257743,2.784320487718049,2.96374377002492,2.7727616589533643
3,342,3.951945754716981,3.9210072534709863,3.742234781060876,3.664749466002136,3.1808862139551444,3.0227783463866142,2.70561142755429,2.517065681737273,3.5796324314702743,3.428266286934852,3.9209126913492347,3.867613029547882
4,785,3.4455989676041296,3.4426063545745818,3.7793476326094697,3.6340779636881453,3.3961596653613384,3.2806492524029904,3.0047058561765754,2.8433495016019936,2.226053533285867,2.0850335973656104,2.6819152723389106,2.611816927732289
5,899,5.939285555357778,5.911161667853329,5.927543164827341,6.210873531505874,4.5838710395158415,6.340434763260947,4.541651833392667,6.317917853328587,5.9070120594517626,6.270330856176575,6.014696066215735,6.041896582413671
6,1398,2.227755651477394,2.1562666874332503,3.1425774296902813,3.2674550551797794,4.082858668565326,4.214600391598434,4.400743147027412,4.499232378070488,4.203859247063011,4.277194953720185,3.6360359558561766,3.712853773584906
7,1421,1.6477115966536133,1.7084649786400854,1.6610059184763262,1.6687933873264507,1.719751245995016,1.6233646315414738,1.7629216358134567,1.7503281861872553,1.748503693485226,1.7365666162335351,1.6980742702029192,1.6740221164115343
8,1908,1.7724334727661089,1.631569286222855,1.7161356354574582,1.608245817016732,1.695938278746885,1.5951573068707725,1.6621017265930935,1.6076339444642223,1.6518500800996796,1.6181525898896405,1.5910355108579566,1.671491189035244
9,2602,2.3810964756140978,2.407740744037024,2.5143845674617302,2.326684318262727,2.6521393289426842,2.6720974991100035,2.745800329298683,2.734675373798505,2.6000133499466003,2.6485960306158773,2.403435386258455,2.3597699359202564
10,2774,9.298538180847277,8.896393289426843,9.09186432004272,7.861154992880029,8.66135635457458,3.685252758988964,8.585934718761125,6.300223611605554,9.014723878604485,8.459110226059096,9.133950026699893,9.05993569775721
11,2825,3.068941349234603,3.0653257386970454,2.5611093805624776,2.5500177999288,2.10436877002492,1.8555702652189392,2.6431893022427912,2.589644891420434,3.050690859736561,3.039321155215379,3.180179779280883,3.1813478996084017
12,2984,2.563434496262015,2.592370505517978,1.9106610448558206,2.001674305802777,2.7836974902100393,2.827952563189747,3.3218560875756498,3.2989720541117835,3.467253693485226,3.4257353595585616,3.2274163403346385,3.194853595585618
13,3229,2.2475413848344608,2.5541006585973656,2.149308027767889,2.1737940548237806,1.9903546635813456,1.8882609469562122,2.3394557671769314,2.3181403524385904,2.5377135991456035,2.497953008187967,2.585511970452118,2.567422792808829
14,3600,2.241383721965112,2.2726114720541117,2.1563890619437522,2.089205455678177,2.355709327162691,2.323324581701673,2.510318396226415,2.4967348255606976,2.5268333926664295,2.514885190459238,2.3897739409042362,2.3381541473834107
15,3626,3.2489653791384834,3.2277389640441436,3.1224690726237094,3.069436409754361,2.9385791206835172,2.9411601103595584,2.838354396582414,2.8475324848700607,2.9318318351726593,2.8689202118191526,2.999054378782485,3.0110359558561766
16,3917,4.24186765752937,4.239475792096831,4.996145202919188,4.922909620861517,4.874649563901745,5.478423148807405,5.020503292986828,5.377213866144535,4.970474368102527,5.091191260234959,3.6220463243147027,4.623770692417231
17,4205,4.46434451762193,4.348800729797081,4.321294277322891,3.3375812121751514,4.205188679245283,4.1457035421858315,3.962914960840157,4.107828631185475,4.3419866945532215,4.3677187166251334,4.395831479174083,4.390413625845497
18,4526,2.703864809540762,2.7072134211463155,2.7805991901032394,2.753554423282307,2.572684896760413,2.5383866589533643,2.1902144891420434,2.1808027767888927,1.9736950427198292,1.9079910555357777,2.3459861160555358,2.2713932894268423
19,5099,2.2566415984336063,2.2841647383410466,2.275448335706657,2.1614064168743323,2.346920612317551,2.1003470986116057,2.4239442417230332,2.162263038447846,2.416618458526166,2.175685297258811,2.3746440014239942,2.2333904414382344
20,5311,3.616372597009612,3.220513305446778,4.283380428978284,4.2941716358134565,4.6608835439658245,4.716141197935208,4.68000177999288,4.609002313990744,4.472159798860805,4.439018556425775,4.027439702741189,3.990248976504094
21,5537,1.9350413848344608,2.0197356710573158,2.0749488252046993,2.090234514061944,2.095040494838021,2.0444775720897117,2.1137304200783196,2.074559451762193,2.1600436098255607,2.046124065503738,2.1671691438234246,2.057866456034176
22,6688,3.8383488341046634,3.951044633321467,3.8075271448914205,3.702184941260235,3.7480253203987184,3.7175318173727305,3.5683183517265933,3.4678933784264863,3.534498487006052,3.4814880740477037,3.786061543253827,3.6805190904236382
23,6890,2.5364676041295833,2.7303422036311855,2.5241745283018866,2.756074225703097,2.4752914738341047,2.7821066215735137,2.5620883766464932,2.668999199003204,2.6776432894268423,2.5930936276254895,2.7425073424706303,2.5089055268778924
24,7038,3.435859069063724,3.465429200783197,2.5283296991812034,2.557554957280171,2.923805179779281,3.004950605197579,3.7624766375934495,3.720123932004272,4.127091491634033,4.084672036311855,3.984564124243503,3.937249688501246
25,7282,2.867562967248131,2.9335339533641864,2.99874288002848,3.167808828764685,2.9424617301530795,2.964611516553934,2.4911667853328585,2.4176085795656816,2.102199403702385,2.0954131808472765,2.4361427554289783,2.406739498042008
26,7581,2.3801564168743323,2.6973956479174084,2.6966391509433962,2.5068362851548596,2.8362128426486293,2.514067506229975,2.8172002936988254,2.366172347810609,2.851003470986116,2.2379961730153077,2.7624655126379496,2.3329532306870773
27,7619,3.229563456746173,3.2040205589177644,2.085434095763617,2.177248353506586,2.9550718672125313,2.94187766998932,3.943062477750089,3.9279770380918477,4.218772249911001,4.194341847632609,4.047297748309007,3.946327652189391
28,7747,3.429061721253115,3.4709583036667855,3.4404036133855467,3.404937255250979,3.0912913848344608,2.9568907974368104,2.24501045745817,2.274191215735137,2.1659676486294055,2.2391031060875757,2.98188300996796,3.0104073958704167
